STASIUN 2;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,34;0,48;0,22;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
2;1,61;0,19;0,25;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,36;0,29;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,16;0,17;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;1,4;0,44;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
6;1;0,17;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
7;0,8;0,16;0,13;A > 0.5 T;Sedikit;Ada;Ada;3;PODUROMORPHA
8;1,04;0,16;0,2;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
9;1,38;0,32;0,28;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
10;1,36;0,46;0,2;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
11;1,13;0,45;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
12;0,97;0,18;0,17;A > 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
13;1,3;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
14;1,26;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
15;1,25;0,24;0,27;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
16;0,81;0,16;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
17;1,17;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;1,85;0,26;0,27;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
19;1;0,17;0,16;A > 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
20;0,81;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
21;1,17;0,45;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
22;0,74;0,11;0,12;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
23;1,53;0,53;0,27;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
25;1,44;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;1,38;0,24;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;1,19;0,41;0,23;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
28;1,36;0,5;0,25;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
29;1,57;0,57;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
30;1,31;0,32;0,21;A > 0.5 T;Tidak ada;Ada;Ada;1;ENTOMOBRYOMORPHA
31;1,37;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
32;1,39;0,1;0,29;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
33;1,37;0,54;0,27;A > 0.5 T;Tidak ada;Ada;Ada;6;ENTOMOBRYOMORPHA
34;0,86;0,17;0,13;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,39;0,41;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
36;1,31;0,26;0,24;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
37;0,93;0,23;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
38;1,3;0,19;0,21;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
39;0,92;0,25;0,2;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
40;1,61;0,5;0,3;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
41;0,81;0,14;0,15;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
42;0,79;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
43;1,32;0,57;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
44;1,48;0,52;0,3;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
45;0,84;0,12;0,15;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
46;0,95;0,18;0,19;A < 0.5 T;Sedikit;Ada;Ada;6;PODUROMORPHA
47;1,2;0,42;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
48;1,17;0,34;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
49;1,5;0,44;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
50;1,03;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
51;1,18;0,37;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
52;0,64;0,13;0,11;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
53;1,22;0,2;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
54;1,27;0,2;0,18;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 2;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,14;0,36;0,19;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
2;0,92;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
3;0,88;0,29;0,17;A > 0.5 T;Sedikit;Ada;Ada;2;ENTOMOBRYOMORPHA
4;1,12;0,5;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
5;1,32;0,28;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;1,42;0,5;0,28;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
7;1,2;0,19;0,25;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
8;1,28;0,47;0,27;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
9;1,58;0,58;0,28;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,5;0,55;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
11;1,35;0,45;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
12;1,3;0,44;0,26;A > 0.5 T;Sedikit;Ada;Ada;2;ENTOMOBRYOMORPHA
13;1,35;0,26;0,25;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
14;1,09;0,2;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
15;1,14;0,25;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
16;1,17;0,23;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
17;2,79;1,03;0,51;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
18;1,48;0,52;0,31;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
19;1,35;0,21;0,23;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
20;1,36;0,24;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 3;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;0,64;0,12;0,14;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
2;0,73;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
3;0,59;0,11;0,12;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
4;1,16;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;0,72;0,12;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;0,78;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
7;1,25;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
8;0,96;0,2;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
9;0,75;0,21;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;1,44;0,23;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
11;1,23;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
12;0,76;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
13;0,8;0,16;0,21;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
14;1,23;0,19;0,24;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
15;1,09;0,19;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
16;1,1;0,19;0,23;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
17;1,06;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
18;1,19;0,17;0,23;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
19;0,68;0,16;0,13;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
20;0,46;0,09;0,1;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
21;0,54;0,09;0,1;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
22;0,98;0,14;0,2;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
23;0,57;0,11;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
24;0,74;0,1;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
25;0,7;0,14;0,13;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
26;1,38;0,26;0,27;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
27;1,51;0,23;0,28;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
28;1,27;0,25;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
29;0,64;0,14;0,15;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
30;1,12;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
31;0,59;0,13;0,11;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
32;0,8;0,1;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
33;0,94;0,27;0,16;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
34;1,93;0,21;0,4;A < 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
35;1,25;0,33;0,2;A > 0.5 T;Tidak ada;Ada;Ada;8;ENTOMOBRYOMORPHA
36;0,64;0,12;0,17;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
37;0,94;0,14;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
38;1,08;0,2;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
39;0,8;0,22;0,16;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
40;1,06;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
41;0,68;0,15;0,2;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
42;0,72;0,2;0,15;A > 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
43;1,29;0,26;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
44;0,62;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
45;0,92;0,22;0,16;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
46;0,73;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
47;0,82;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
48;0,66;0,12;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
49;0,54;0,1;0,13;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
50;0,9;0,14;0,22;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
51;0,98;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
52;1,1;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
53;0,44;0,13;0,15;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
54;0,75;0,13;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
55;0,7;0,12;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
56;1,18;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
57;0,54;0,1;0,13;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
58;1,23;0,26;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
59;2,13;0,73;0,1;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
60;1,46;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
61;0,86;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
62;0,72;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
63;0,6;0,13;0,14;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
64;1,51;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
65;0,78;0,15;0,13;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
66;0,59;0,11;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
67;0,61;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
68;1,06;0,2;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
69;1,22;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
70;0,79;0,14;0,15;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
71;1,21;0,24;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
72;1,39;0,48;0,26;A > 0.5 T;Sedikit;Ada;Tidak ada;0;ENTOMOBRYOMORPHA
73;0,6;0,12;0,11;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
74;1,24;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
75;1,42;0,34;0,28;A > 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
76;1,14;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
77;0,63;0,12;0,15;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
78;1,34;0,56;0,3;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
79;0,96;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
80;0,73;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
81;0,65;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
82;0,82;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
83;0,77;0,11;0,16;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
84;0,81;0,16;0,15;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
85;0,85;0,17;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
86;0,66;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
87;0,82;0,13;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
88;0,71;0,14;0,13;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
89;1,14;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
90;1,3;0,24;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
91;1,11;0,21;0,24;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
92;0,54;0,12;0,14;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
93;0,74;0,16;0,14;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
94;1,03;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
95;0,63;0,14;0,16;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
96;1,15;0,24;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
97;0,75;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
98;0,69;0,13;0,1;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
99;1,1;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
100;1,37;0,47;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
101;0,71;0,12;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
102;0,69;0,16;0,12;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
103;1,12;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
104;0,8;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 4;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,32;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
2;1,32;0,45;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,07;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,14;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;1,31;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;1,13;0,25;0,73;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
7;1,08;0,55;0,15;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
8;1,42;0,23;0,29;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,44;0,27;0,26;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;0,99;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
11;1,14;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
12;1,13;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
13;1,38;0,26;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
14;0,78;0,16;0,14;A > 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
15;1,08;0,27;0,24;A > 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
16;1,38;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
17;1;0,26;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;1,3;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
19;0,72;0,11;0,17;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
20;0,73;0,13;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
21;1,31;0,19;0,29;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;1,25;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
23;1,28;0,25;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
24;1,13;0,17;0,27;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
25;1,29;0,19;0,3;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;0,91;0,14;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;0,92;0,15;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
28;0,62;0,11;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
29;1,24;0,25;0,26;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
30;1,45;0,23;0,36;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
31;1,14;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
32;0,97;0,16;0,22;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
33;1,33;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
34;0,45;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
35;0,93;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
36;1,02;0,4;0,26;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
37;1,21;0,33;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
38;1,14;0,24;0,23;A > 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
39;1,14;0,14;0,23;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
40;0,95;0,17;0,19;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
41;1,09;0,13;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
42;0,91;0,22;0,17;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
43;0,7;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
44;1,22;0,24;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
45;0,66;0,17;0,15;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
46;1,02;0,32;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
47;0,74;0,16;0,18;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
50;1,17;0,21;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
51;0,65;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
52;0,78;0,15;0,19;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
53;0,63;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
54;0,57;0,11;0,15;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
55;0,94;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
56;1,37;0,2;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
57;1;0,17;0,24;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
58;1,66;0,15;0,26;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
59;1,15;0,18;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
60;0,95;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
61;0,95;0,23;0,22;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
62;1,11;0,18;0,21;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
63;0,92;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
64;0,7;0,14;0,18;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
65;0,91;0,12;0,21;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
66;0,77;0,14;0,13;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
67;0,65;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
68;0,98;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
69;1,1;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
70;0,66;0,14;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
71;1,09;0,21;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
72;0,71;0,19;0,17;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
73;0,97;0,23;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
74;0,87;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
75;0,8;0,16;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
75;1,14;0,2;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
76;0,86;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
77;0,9;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
78;0,84;0,16;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
79;1,13;0,26;0,28;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
80;0,92;0,2;0,27;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
81;1,14;0,23;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
82;0,88;0,19;0,2;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
83;0,8;0,21;0,2;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
84;0,47;0,07;0,11;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
85;1,17;0,39;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
86;0,81;0,15;0,13;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
87;1,08;0,19;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
88;1,4;0,29;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
89;1,33;0,24;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
90;0,56;0,14;0,12;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
91;1,23;0,15;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
92;1,16;0,18;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
93;1,1;0,21;0,26;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
94;1,36;0,32;0,28;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
95;1,34;0,23;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
96;0,9;0,13;0,2;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
97;1,05;0,27;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
