STASIUN 1;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
86;0,96;0,41;0,16;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
87;1,75;0,27;0,3;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
88;1,12;0,17;0,26;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
89;0,99;0,19;0,27;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
90;0,95;0,21;0,22;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
91;1,27;0,19;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
92;1,36;0,22;0,3;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
93;1,02;0,16;0,26;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
94;1,54;0,24;0,28;A < 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
95;1;0,2;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
96;0,97;0,2;0,25;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
97;0,97;0,13;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
98;1,14;0,22;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
99;1,19;0,11;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
100;0,95;0,18;0,22;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
101;1,08;0,19;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
102;1,16;0,16;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
103;0,85;0,16;0,09;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
104;1,3;0,17;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
105;1,28;0,26;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
106;1,02;0,17;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
107;1,76;0,67;0,33;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
108;1,1;0,21;0,24;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
109;0,98;0,15;0,22;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
110;1,01;0,45;0,27;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
111;1,01;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
;;;;;;;;;
PLOT 2 TITIK 2;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;0,9;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
2;1,01;0,15;0,2;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
3;1,42;0,21;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,58;0,52;0,3;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
5;1,28;0,22;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;1,31;0,25;0,21;A > 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
7;1,45;0,23;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
8;1,27;0,2;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,24;0,16;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;1,37;0,46;0,28;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
11;1,24;0,23;0,27;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
12;1,4;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
13;0,94;0,17;0,14;A < 0.5 T;Banyak;Ada;Ada;6;ENTOMOBRYOMORPHA
14;1,49;0,23;0,29;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
15;0,83;0,24;0,15;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
16;0,7;0,1;0,2;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
17;1,57;0,52;0,29;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
18;1,49;0,32;0,29;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
19;1,41;0,52;0,23;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
20;1,03;0,11;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
21;1,27;0,21;0,21;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
22;1,95;0,22;0,37;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
23;1,48;0,25;0,28;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
24;1,63;0,38;0,35;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
25;1,84;0,48;0,31;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
26;1,02;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
27;1,06;0,17;0,19;A < 0.5 T;Banyak;Ada;Tidak ada;8;PODUROMORPHA
28;1,3;0,57;0,31;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
29;1,86;0,2;0,33;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
30;1,08;0,16;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
31;1,04;0,21;0,17;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
32;1,23;0,21;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;1,86;0,16;0,35;A < 0.5 T;Tidak ada;Ada;Ada;1;ENTOMOBRYOMORPHA
34;1,17;0,17;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,06;0,28;0,21;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
36;1,15;0,21;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
37;1,23;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
38;0,72;0,19;0,15;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
39;1,29;0,46;0,25;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
40;1,33;0,19;0,22;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
41;1;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
42;1,72;0,56;0,39;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
43;1,49;0,22;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
44;0,85;0,12;0,13;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
45;0,77;0,2;0,15;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
46;1,23;0,14;0,23;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
47;1,25;0,2;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
48;0,49;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
49;1,81;0,63;0,32;A > 0.5 T;Banyak;Ada;Ada;4;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 2 TITIK 3;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,5;0,72;0,24;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
2;1,16;0,62;0,27;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
3;1,59;0,56;0,27;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
4;1,35;0,6;0,32;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
5;0,85;0,3;0,2;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
6;1,52;0,6;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
7;0,92;0,17;0,22;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
8;1,68;0,5;0,32;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
9;1,66;0,44;0,4;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
10;1,45;0,61;0,34;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
11;0,8;0,27;0,14;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
12;1,26;0,4;0,28;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
13;1,59;0,22;0,15;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
14;0,94;0,25;0,22;A > 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
15;2,12;0,72;0,46;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
16;1,29;0,53;0,29;A > 0.5 T;Banyak;Ada;Ada;5;ENTOMOBRYOMORPHA
17;1,03;0,16;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
18;0,89;0,29;0,2;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
19;0,81;0,29;0,19;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
20;1,4;0,48;0,25;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
21;1,3;0,39;0,33;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
22;1,82;0,65;0,39;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
22;1,25;0,45;0,24;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
23;1,87;0,51;0,38;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
24;1,36;0,5;0,27;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
25;0,76;0,33;0,18;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
26;0,75;0,15;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;1,11;0,48;0,21;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
28;1,38;0,55;0,32;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
29;1,37;0,58;0,21;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
30;0,84;0,31;0,18;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
31;0,86;0,22;0,2;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
32;0,84;0,19;0,16;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
33;1,31;0,44;0,34;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
34;0,82;0,2;0,19;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
35;0,87;0,27;0,16;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
36;0,96;0,29;0,17;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
37;1,54;0,6;0,28;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
38;1,24;0,4;0,32;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
39;1,44;0,53;0,26;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
40;1,5;0,53;0,33;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
41;0,79;0,22;0,19;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
42;1,51;0,44;0,33;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 2 TITIK 4;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
2;1,98;0,81;0,35;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
3;1,41;0,44;0,31;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
4;1,12;0,35;0,25;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
5;2;0,69;0,48;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
7;1,92;0,5;0,53;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
8;1,66;0,74;0,33;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
9;1,79;0,61;0,35;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
10;1,74;0,55;0,35;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
11;1,21;0,48;0,39;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
12;0,84;0,22;0,23;A < 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
13;0,57;0,15;0,16;A < 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
14;0,63;0,16;0,14;A > 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
15;1,11;0,4;0,28;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
16;1,67;0,54;0,34;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
17;1,48;0,47;0,32;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
18;1,23;0,38;0,27;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
19;1,64;0,55;0,35;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
20;1,33;0,43;0,3;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
21;0,58;0,14;0,15;A < 0.5 T;Banyak;Ada;Ada;0;ENTOMOBRYOMORPHA
22;1,3;0,36;0,25;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
23;0,99;0,29;0,17;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
24;1,54;0,74;0,35;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
25;1,57;0,66;0,34;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
26;1,39;0,44;0,31;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
27;1,2;0,57;0,31;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
28;1,33;0,5;0,28;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
29;0,82;0,23;0,3;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
30;1,49;0,52;0,3;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
31;2;0,75;0,48;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
32;1,36;0,47;0,28;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
33;1,07;0,41;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
34;0,96;0,37;0,22;A > 0.5 T;Banyak;Ada;Ada;8;SYMPHYPLEONA
35;1,7;0,54;0,4;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
36;1,23;0,5;0,25;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
37;1,39;0,41;0,32;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
38;0,97;0,3;0,22;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
39;1,93;0,59;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
40;1,53;0,45;0,33;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
41;1,05;0,37;0,24;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
42;1,53;0,47;0,33;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
43;1,15;0,33;0,23;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
44;0,89;0,27;0,22;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
45;0,89;0,28;0,18;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
46;1,25;0,36;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
47;1,28;0,39;0,27;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
48;0,86;0,28;0,19;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
49;0,8;0,25;0,16;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
50;0,99;0,4;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
51;1,61;0,61;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
52;1,73;0,58;0,39;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
53;1,58;0,68;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
54;0,79;0,28;0,16;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
55;1,92;0,7;0,37;A > 0.5 T;Banyak;Ada;Ada;8;ENTOMOBRYOMORPHA
56;1,47;0,69;0,31;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
57;1,19;0,37;0,23;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
58;1,3;0,44;0,24;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
59;1,54;0,49;0,36;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 2 TITIK 5;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,22;0,47;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
2;1,37;0,46;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
3;1,29;0,58;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
4;1,24;0,5;0,27;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
5;1,72;0,57;0,39;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
6;1,44;0,44;0,3;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
7;1,43;0,56;0,32;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
8;1,45;0,48;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
9;1,93;0,64;0,4;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
10;1,79;0,54;0,41;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
11;1,44;0,64;0,43;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
12;1,54;0,66;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
13;1,34;0,43;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
14;1,55;0,6;0,31;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
15;1,36;0,59;0,32;A > 0.5 T;Banyak;Ada;Ada;6;ENTOMOBRYOMORPHA
16;1,03;0,46;0,17;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
17;1,4;0,49;0,24;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
18;1,33;0,53;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
19;1,77;0,57;0,33;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
20;1,44;0,47;0,25;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
21;1,73;0,55;0,35;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
22;1,54;0,44;0,33;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
23;1,76;0,6;0,41;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
24;1,45;0,56;0,27;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
25;1,46;0,64;0,35;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
26;1,78;0,6;0,42;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
27;1,61;0,51;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
28;1,86;0,25;0,36;A < 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
29;1,07;0,31;0,23;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
30;1,5;0,59;0,29;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
31;1,76;0,55;0,37;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
32;1,1;0,45;0,32;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
33;0,99;0,31;0,3;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
34;1,33;0,24;0,33;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;1,4;0,53;0,3;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
36;1,55;0,57;0,22;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
37;1,2;0,37;0,24;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
38;0,78;0,23;0,18;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
39;1,51;0,6;0,3;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
40;1,32;0,13;0,22;A < 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
41;1,42;0,5;0,36;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
42;1,26;0,36;0,28;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
43;1,1;0,33;0,21;A > 0.5 T;Sedikit;Ada;Ada;6;ENTOMOBRYOMORPHA
44;0,86;0,27;0,21;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
45;0,73;0,21;0,17;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
46;1,64;0,52;0,43;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,13;0,22;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
2;0,44;0,1;0,09;A > 0.5 T;Sedikit;Ada;Tidak ada;0;PODUROMORPHA
3;1,08;0,17;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
4;1,27;0,28;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
5;1;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;0,83;0,18;0,15;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
7;1,08;0,18;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
8;1,18;0,19;0,16;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
9;1,21;0,26;0,24;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
10;1,17;0,22;0,25;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
11;1,44;0,25;0,26;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
12;1,03;0,19;0,21;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
13;1,31;0,32;0,21;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
14;1,18;0,43;0,21;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
15;1,17;0,25;0,23;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
16;0,94;0,15;0,14;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
17;1,56;0,53;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
18;1,78;0,32;0,33;A > 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
19;1,33;0,34;0,27;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
20;1,24;0,29;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
21;1,36;0,38;0,29;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
22;1,09;0,18;0,23;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
23;0,92;0,24;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
24;0,92;0,31;0,19;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
25;1,38;0,25;0,25;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
26;0,9;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;1,29;0,24;0,25;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
28;1,81;0,7;0,26;A > 0.5 T;Tidak ada;Ada;Ada;8;ENTOMOBRYOMORPHA
29;1,83;0,45;0,33;A > 0.5 T;Tidak ada;Ada;Ada;8;ENTOMOBRYOMORPHA
30;1,42;0,2;0,24;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
